id,name,name_in_home_country,value,number,contract_expiry,birthplace,date_of_birth,height,position,main_position,other_position,citizenship,international_team,foot,current_club,player_agent,outfitter,url,age,last_name,simple_name
61d618fa,Chaouki Ben Saada,Date of birth/Age:,0.0,,,Bastia,07/1/1984,1.76,winger,winger,winger,Tunisia,Tunisia,left,Retired,Unknown,Unknown,https://www.transfermarkt.com/chaouki-ben-saada/profil/spieler/5597,39,Saada,Chaouki Ben Saada
61efb926,Alberto Dossena,,4.0,4.0,"Jun 30, 2027",Brescia,10/13/1998,1.95,centre-back,centre-back,undefined,Italy,,right,Cagliari Calcio,P&P Sport,Unknown,https://www.transfermarkt.com/alberto-dossena/profil/spieler/385394,25,Dossena,Alberto Dossena
61f2f56a,Andri Fannar Baldursson,,1.0,6.0,"Jun 30, 2024",Kópavogur,01/10/2002,1.87,central midfield,central midfield,attacking midfield,Iceland,Iceland U21,right,IF Elfsborg,Unknown,Nike,https://www.transfermarkt.com/andri-fannar-baldursson/profil/spieler/464446,22,Baldursson,Andri Fannar Baldursson
61f80c89,Mamadou Sarr,,1.0,29.0,"Jun 30, 2024",Martigues,08/29/2005,1.94,centre-back,centre-back,undefined,France,,right,RWD Molenbeek,Classico,Unknown,https://www.transfermarkt.com/mamadou-sarr/profil/spieler/910905,18,Sarr,Mamadou Sarr
61fc9685,Alexandru Maxim,Alexandru Iulian Maxim,1.0,44.0,"Jun 30, 2024",Piatra Neamţ,07/8/1990,1.77,attacking midfield,attacking midfield,winger,Romania,Romania,right,Gaziantep FK,Unknown,Nike,https://www.transfermarkt.com/alexandru-maxim/profil/spieler/129513,33,Maxim,Alexandru Maxim
620922ed,Radu Drăgușin,Radu Matei Drăgușin,25.0,6.0,"Jun 30, 2030",Bucharest,02/3/2002,1.91,centre-back,centre-back,full-back,Romania,Romania,right,Tottenham Hotspur,GG11,Nike,https://www.transfermarkt.com/radu-dragusin/profil/spieler/568559,22,Drăgușin,Radu Dragusin
62124972,Ouparine Djoco,,0.3,,"Jun 30, 2024",Juvisy-sur-Orge,04/22/1998,1.89,goalkeeper,goalkeeper,undefined,Guinea-Bissau,Guinea-Bissau,left,Francs Borains,MVP Sports,Unknown,https://www.transfermarkt.com/ouparine-djoco/profil/spieler/594993,25,Djoco,Ouparine Djoco
6213fd82,Arkadiusz Reca,,1.0,13.0,"Jun 30, 2025",Chojnice,06/17/1995,1.87,full-back,full-back,winger,Poland,Poland,left,Spezia Calcio,Topgoal Sports,Nike,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,28,Reca,Arkadiusz Reca
62182b1d,Kamil Grabara,Kamil Mieczysław Grabara,11.0,1.0,"Jun 30, 2026",Ruda Śląska,01/8/1999,1.95,goalkeeper,goalkeeper,undefined,Poland,Poland,right,FC Copenhagen,BMG-SPORT,Unknown,https://www.transfermarkt.com/kamil-grabara/profil/spieler/346551,25,Grabara,Kamil Grabara
62437b4f,Ignacio Pussetto,,2.0,7.0,"Dec 31, 2024",Cañada Rosquín,12/21/1995,1.8,winger,winger,forward,Argentina,,right,CA Huracán,MVP Group,Unknown,https://www.transfermarkt.com/ignacio-pussetto/profil/spieler/283528,28,Pussetto,Ignacio Pussetto
6250083a,Oliver Skipp,Oliver William Skipp,15.0,4.0,"Jun 30, 2027",Welwyn Garden City,09/16/2000,1.75,defensive midfield,defensive midfield,central midfield,England,England U21,right,Tottenham Hotspur,ARETÉ,Unknown,https://www.transfermarkt.com/oliver-skipp/profil/spieler/406638,23,Skipp,Oliver Skipp
625c144a,Gerónimo Rulli,,6.0,1.0,"Jun 30, 2026",La Plata,05/20/1992,1.89,goalkeeper,goalkeeper,undefined,Argentina,,right,Ajax Amsterdam,CAA Stellar,Unknown,https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604,31,Rulli,Geronimo Rulli
625e41b1,Streli Mamba,Strely Mamba,0.25,17.0,"Jun 30, 2024",Göppingen,06/17/1994,1.77,forward,forward,winger,Germany,,right,Tuzlaspor,Soccer and more,Unknown,https://www.transfermarkt.com/streli-mamba/profil/spieler/161060,29,Mamba,Streli Mamba
6265208f,Joselu,,5.0,14.0,"Jun 30, 2024",Stuttgart,03/27/1990,1.91,forward,forward,undefined,Spain,Spain,right,Real Madrid,MRH Football Agency,adidas,https://www.transfermarkt.com/joselu/profil/spieler/81999,34,Joselu,Joselu
626fab5f,Raphael Framberger,,0.6,32.0,"Jun 30, 2024",Augsburg,09/6/1995,1.79,full-back,full-back,winger,Germany,Germany U17,right,FC Augsburg,Kögl & Partner GmbH,Unknown,https://www.transfermarkt.com/raphael-framberger/profil/spieler/146163,28,Framberger,Raphael Framberger
627b570a,Moussa Djitté,Moussa Kalilou Djitté,1.0,2.0,"Jun 30, 2024",Diattouma,10/4/1999,1.8,forward,forward,winger,Senegal,Senegal U23,right,Bandirmaspor,FAIR SPORT MNG,Unknown,https://www.transfermarkt.com/moussa-djitte/profil/spieler/591796,24,Djitté,Moussa Djitte
627c7a3d,Rabby Nzingoula,,0.2,,-,Lille,11/25/2005,,defensive midfield,defensive midfield,undefined,Congo,Congo,right,Racing Strasbourg B,Unknown,Unknown,https://www.transfermarkt.com/rabby-nzingoula/profil/spieler/1068110,18,Nzingoula,Rabby Nzingoula
62a0089e,Charly Musonda Jr.,Charles Musonda Junior,0.4,77.0,"May 31, 2026",Brussel,10/15/1996,1.73,winger,winger,winger,Belgium,Belgium U21,right,Anorthosis Famagusta,Niagara Sur,Unknown,https://www.transfermarkt.com/charly-musonda-jr-/profil/spieler/177862,27,Jr.,Charly Musonda Jr.
62a54183,Sanasi Sy,Sanasi Mahamadou Sy,0.25,26.0,"Jun 30, 2025",Paris,04/4/1999,1.84,full-back,full-back,winger,France,,left,Nîmes Olympique,FK Sport Management,Unknown,https://www.transfermarkt.com/sanasi-sy/profil/spieler/606451,25,Sy,Sanasi Sy
62a583ee,José Antonio de la Rosa,José Antonio de la Rosa Garrido,0.3,15.0,"Jun 30, 2024",Huelva,07/28/2004,1.74,winger,winger,undefined,Spain,,right,Recreativo Huelva,Gol International,Unknown,https://www.transfermarkt.com/jose-antonio-de-la-rosa/profil/spieler/1027993,19,de la Rosa,Jose Antonio de la Rosa
62ab9184,Yannick Gerhardt,,5.0,31.0,-,Würselen,03/13/1994,1.84,central midfield,central midfield,full-back,Germany,Germany,left,VfL Wolfsburg,Stephan Engels,Unknown,https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277,30,Gerhardt,Yannick Gerhardt
62ba5881,Stefanos Kapino,Date of birth/Age:,0.4,1.0,"Jun 30, 2025",Piraeus,03/18/1994,1.96,goalkeeper,goalkeeper,undefined,Greece,Greece,right,Panetolikos GFS,feel soccer GmbH,Unknown,https://www.transfermarkt.com/stefanos-kapino/profil/spieler/68410,30,Kapino,Stefanos Kapino
62c7067a,Dimitrios Limnios,Date of birth/Age:,0.9,11.0,"Jun 30, 2027",Volos,05/27/1998,1.78,winger,winger,winger,Greece,,right,Panathinaikos FC,LIAN Sports Group,Unknown,https://www.transfermarkt.com/dimitrios-limnios/profil/spieler/324344,25,Limnios,Dimitrios Limnios
62d7ef38,Caoimhín Kelleher,Caoimhín Odhrán Kelleher,18.0,62.0,"Jun 30, 2026",Cork,11/23/1998,1.88,goalkeeper,goalkeeper,undefined,Ireland,Ireland,right,Liverpool FC,CAA Stellar,Unknown,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,25,Kelleher,Caoimhin Kelleher
62e02107,Ismaël Boura,,1.0,8.0,"Jun 30, 2027",Bandrele,08/14/2000,1.73,full-back,full-back,winger,Comoros,Comoros,left,ESTAC Troyes,PSM,Unknown,https://www.transfermarkt.com/ismael-boura/profil/spieler/770895,23,Boura,Ismael Boura
62f94e47,Emrehan Gedikli,,0.3,9.0,"Jun 30, 2024",Oberhausen,04/25/2003,1.87,forward,forward,winger,Türkiye,Türkiye U21,right,Istanbulspor,Relatives,Puma,https://www.transfermarkt.com/emrehan-gedikli/profil/spieler/580276,20,Gedikli,Emrehan Gedikli
63071a3f,Simone Iacoponi,,0.075,2.0,"Jun 30, 2024",Pontedera,04/30/1987,1.8,centre-back,centre-back,full-back,Italy,,right,Aglianese Calcio 1923,Football Company Srl,Unknown,https://www.transfermarkt.com/simone-iacoponi/profil/spieler/59699,36,Iacoponi,Simone Iacoponi
635b0bae,Massimo Gobbi,,0.0,,,Milano,10/31/1980,1.83,full-back,full-back,winger,Italy,Italy,left,Retired,Unknown,Unknown,https://www.transfermarkt.com/massimo-gobbi/profil/spieler/28020,43,Gobbi,Massimo Gobbi
635f2732,Jean-Paul Boëtius,Jean-Paul Patrick Boëtius,0.7,,,Rotterdam,03/22/1994,1.78,attacking midfield,attacking midfield,winger,Netherlands,Netherlands,right,Without Club,SEG,Unknown,https://www.transfermarkt.com/jean-paul-boetius/profil/spieler/182574,30,Boëtius,Jean-Paul Boetius
636247ca,Veljko Birmancevic,Date of birth/Age:,6.0,14.0,"Jun 30, 2024",abac,03/5/1998,1.79,winger,winger,winger,Serbia,Serbia,right,AC Sparta Prague,INTERNATIONAL,Nike,https://www.transfermarkt.com/veljko-birmancevic/profil/spieler/419648,26,Birmancevic,Veljko Birmancevic
636b64cd,Luke Freeman,Luke Anthony Freeman,0.0,12.0,-,Dartford,03/22/1992,1.76,attacking midfield,attacking midfield,winger,England,England U17,left,Barnet FC,Unknown,Unknown,https://www.transfermarkt.com/luke-freeman/profil/spieler/66923,32,Freeman,Luke Freeman
636eae97,Toni Villa,Laureano Antonio Villa Suárez,2.0,19.0,"Jun 30, 2025",Lorquí,01/7/1995,1.72,winger,winger,attacking midfield,Spain,,right,Girona FC,JV SPORTS,Unknown,https://www.transfermarkt.com/toni-villa/profil/spieler/337066,29,Villa,Toni Villa
6378443d,Nicolas Frey,Nicolas Sébastien Frey,0.0,,,Thonon-les-Bains,03/6/1984,1.84,full-back,full-back,centre-back,France,,right,Retired,OFP OMNIA FOOTBALL,adidas,https://www.transfermarkt.com/nicolas-frey/profil/spieler/38591,40,Frey,Nicolas Frey
63787ec5,Iñaki González,Iñaki González Zambrano,0.0,16.0,"Jun 30, 2024",Fuente del Maestre,07/27/2004,1.83,central midfield,central midfield,undefined,Spain,,right,Las Palmas Atlético,CAA Base Ltd,Unknown,https://www.transfermarkt.com/inaki-gonzalez/profil/spieler/1019408,19,González,Inaki Gonzalez
6385ebfb,Darren Randolph,Darren Edward Andrew Randolph,0.3,12.0,"Jun 30, 2024",Bray,05/12/1987,1.87,goalkeeper,goalkeeper,undefined,Ireland,Ireland,right,AFC Bournemouth,Unique Sports Group,Unknown,https://www.transfermarkt.com/darren-randolph/profil/spieler/51321,36,Randolph,Darren Randolph
6388e356,Falaye Sacko,,4.0,77.0,"Jun 30, 2026",Bamako,05/1/1995,1.8,full-back,full-back,centre-back,Mali,Mali,right,Montpellier HSC,Sferico Sports,Unknown,https://www.transfermarkt.com/falaye-sacko/profil/spieler/364857,28,Sacko,Falaye Sacko
638a4d71,Marvin Ducksch,,9.0,7.0,"Jun 30, 2026",Dortmund,03/7/1994,1.88,forward,forward,forward,Germany,,right,SV Werder Bremen,EMG Mundial,Unknown,https://www.transfermarkt.com/marvin-ducksch/profil/spieler/125103,30,Ducksch,Marvin Ducksch
639b42f5,Eden Massouema,,0.0,21.0,"Jun 30, 2024",Villepinte,06/29/1997,1.84,defensive midfield,defensive midfield,central midfield,Congo,Congo,right,UR La Louvière Centre,Unknown,Unknown,https://www.transfermarkt.com/eden-massouema/profil/spieler/452876,26,Massouema,Eden Massouema
639ca1cf,Jonathan Iglesias,Jonathan Damián Iglesias Abreu,0.2,19.0,"Jun 30, 2025",Montevideo,12/17/1988,1.7,central midfield,central midfield,attacking midfield,Uruguay,,right,EA Guingamp,Unknown,Unknown,https://www.transfermarkt.com/jonathan-iglesias/profil/spieler/159907,35,Iglesias,Jonathan Iglesias
63a10528,Herman Moussaki,,0.075,11.0,"Jun 30, 2024",Brazzaville,02/10/1999,1.86,forward,forward,winger,Congo,Congo U23,right,F91 Dudelange,Simbioze Football,Unknown,https://www.transfermarkt.com/herman-moussaki/profil/spieler/593319,25,Moussaki,Herman Moussaki
63b0ca6b,Álvaro Negredo,lvaro Negredo Sánchez,0.5,21.0,"Jun 30, 2024",Madrid,08/20/1985,1.86,forward,forward,undefined,Spain,Spain,left,Real Valladolid CF,Niagara Sports,New Balance,https://www.transfermarkt.com/alvaro-negredo/profil/spieler/18644,38,Negredo,Alvaro Negredo
63b9cc6d,Masaya Okugawa,Date of birth/Age:,1.0,17.0,"Jun 30, 2024","Koka, Shiga",04/14/1996,1.77,winger,winger,attacking midfield,Japan,Japan U18,both,Hamburger SV,Yu Matoji,Unknown,https://www.transfermarkt.com/masaya-okugawa/profil/spieler/307052,28,Okugawa,Masaya Okugawa
63c5e56b,Pep Chavarría,Josep María Chavarría Pérez,1.0,3.0,"Jun 30, 2027",Figueres,04/10/1998,1.74,full-back,full-back,undefined,Spain,,left,Rayo Vallecano,Promoesport,Unknown,https://www.transfermarkt.com/pep-chavarria/profil/spieler/596122,26,Chavarría,Pep Chavarria
63d17038,Paulo Gazzaniga,Paulo Dino Gazzaniga Farias,4.0,13.0,"Jun 30, 2027",Murphy,01/2/1992,1.95,goalkeeper,goalkeeper,undefined,Argentina,Argentina,right,Girona FC,LGT Football,adidas,https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488,32,Gazzaniga,Paulo Gazzaniga
63f04c6c,Alfonso Pedraza,Alfonso Pedraza Sag,9.0,24.0,"Jun 30, 2026",San Sebastián de ...,04/9/1996,1.84,full-back,full-back,winger,Spain,,left,Villarreal CF,LEADERBROCK,Unknown,https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,28,Pedraza,Alfonso Pedraza
640134d6,Damion Downs,Damion Lamar Downs,1.0,42.0,"Jun 30, 2026",Werneck,07/6/2004,1.92,forward,forward,forward,United States,USA U20,right,FC Köln,Wasserman,Puma,https://www.transfermarkt.com/damion-downs/profil/spieler/820241,19,Downs,Damion Downs
64035864,Carlos Martín,Carlos Martín Domínguez,3.0,9.0,"Jun 30, 2024",Madrid,04/22/2002,1.8,forward,forward,winger,Spain,,right,CD Mirandés,Antonio López,Unknown,https://www.transfermarkt.com/carlos-martin/profil/spieler/618813,21,Martín,Carlos Martin
6407ce4d,Hélder Ferreira,,0.65,11.0,"May 31, 2024",Fafe,04/5/1997,1.79,winger,winger,winger,Portugal,Portugal U20,right,Anorthosis Famagusta,MNM Sports,Unknown,https://www.transfermarkt.com/helder-ferreira/profil/spieler/350311,27,Ferreira,Helder Ferreira
6411925d,Seydou Fini,,1.0,11.0,"Jun 30, 2024",Nuoro,06/2/2006,1.78,winger,winger,forward,Italy,Italy U18,left,Standard Liège,Agent is known - Player under 18,Unknown,https://www.transfermarkt.com/seydou-fini/profil/spieler/866250,17,Fini,Seydou Fini
6412cc03,Fábio Vieira,Fábio Daniel Ferreira Vieira,25.0,21.0,"Jun 30, 2027",Santa Maria da Feira,05/30/2000,1.7,attacking midfield,attacking midfield,central midfield,Portugal,Portugal U21,left,Arsenal FC,Gestifute,Unknown,https://www.transfermarkt.com/fabio-vieira/profil/spieler/537598,23,Vieira,Fabio Vieira
6416adf0,Triantafyllos Pasalidis,Date of birth/Age:,0.5,4.0,"Jun 30, 2025",Kordelio,07/19/1996,1.85,centre-back,centre-back,undefined,Greece,Greece,right,US Salernitana 1919,SPORTS CONNECTION,Unknown,https://www.transfermarkt.com/triantafyllos-pasalidis/profil/spieler/470422,27,Pasalidis,Triantafyllos Pasalidis
6421dd73,Mathieu Dossevi,Matthieu Cangni Dossevi,0.1,,,Chambray-lès-Tours,02/12/1988,1.74,winger,winger,winger,Togo,Togo,right,Without Club,Unknown,Unknown,https://www.transfermarkt.com/mathieu-dossevi/profil/spieler/77828,36,Dossevi,Mathieu Dossevi
6421ec64,Xherdan Shaqiri,,2.0,10.0,"Dec 31, 2024",Gjilan,10/10/1991,1.69,attacking midfield,attacking midfield,winger,Switzerland,Switzerland,left,Chicago Fire FC,ESHA,Nike,https://www.transfermarkt.com/xherdan-shaqiri/profil/spieler/86792,32,Shaqiri,Xherdan Shaqiri
642f9f79,Yanis Guermouche,Date of birth/Age:,0.125,88.0,"Jun 30, 2024",Neuilly-sur-Seine,04/15/2001,1.92,forward,forward,undefined,Algeria,Algeria U23,right,Iraklis Thessaloniki,Unknown,Unknown,https://www.transfermarkt.com/yanis-guermouche/profil/spieler/876034,23,Guermouche,Yanis Guermouche
6434f10d,Rodri,,110.0,16.0,"Jun 30, 2027",Madrid,06/22/1996,1.91,defensive midfield,defensive midfield,centre-back,Spain,Spain,right,Manchester City,Pablo Barquero,Nike,https://www.transfermarkt.com/rodri/profil/spieler/357565,27,Rodri,Rodri
6435143e,Kévin Soni,Kévin Olivier Soni,0.45,93.0,"Jun 30, 2024",Douala,04/17/1998,1.83,forward,forward,attacking midfield,Cameroon,Cameroon,left,Hapoel Jerusalem,Unknown,Unknown,https://www.transfermarkt.com/kevin-soni/profil/spieler/353959,26,Soni,Kevin Soni
6435e737,Konstantin Rausch,Date of birth/Age:,0.0,,,"Kozhevnikovo, Tomsk ...",03/15/1990,1.81,full-back,full-back,winger,Russia,Russia,left,Retired,Sa Ka Consulting,Unknown,https://www.transfermarkt.com/konstantin-rausch/profil/spieler/45668,34,Rausch,Konstantin Rausch
6438d426,Ryan Babel,Ryan Guno Babel,0.1,,,Amsterdam,12/19/1986,1.85,winger,winger,forward,Netherlands,Netherlands,right,Without Club,Winny Haatrecht,Unknown,https://www.transfermarkt.com/ryan-babel/profil/spieler/16135,37,Babel,Ryan Babel
643b39a6,Emre Çolak,Emre Çolak,0.05,,,Istanbul,05/20/1991,1.69,attacking midfield,attacking midfield,winger,Türkiye,Türkiye,left,Without Club,Foot & Ball,Unknown,https://www.transfermarkt.com/emre-colak/profil/spieler/77707,32,Çolak,Emre Colak
644faf10,José Mauri,José Agustín Mauri,0.5,8.0,"Dec 31, 2024",Realicó,05/16/1996,1.69,central midfield,central midfield,defensive midfield,Italy,Italy U21,right,CA Sarmiento (Junin),Footfeel ISM,Unknown,https://www.transfermarkt.com/jose-mauri/profil/spieler/240958,27,Mauri,Jose Mauri
6453830e,Lenny Pintor,Lenny Jean-Pierre Pintor,0.5,19.0,"Jun 30, 2026",Paris,08/5/2000,1.79,winger,winger,winger,France,France U20,right,LASK,GFOOT,Nike,https://www.transfermarkt.com/lenny-pintor/profil/spieler/418660,23,Pintor,Lenny Pintor
645a3363,Angel Gomes,Angel Almeida Gomés,22.0,8.0,"Jun 30, 2025",London,08/31/2000,1.68,attacking midfield,attacking midfield,central midfield,England,,right,LOSC Lille,Gol International,Nike,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770,23,Gomes,Angel Gomes
645dffbf,Saba Sazonov,Date of birth/Age:,3.0,15.0,"Jun 30, 2027",St. Petersburg,02/1/2002,1.94,centre-back,centre-back,defensive midfield,Georgia,Georgia,right,Torino FC,Unknown,Unknown,https://www.transfermarkt.com/saba-sazonov/profil/spieler/655456,22,Sazonov,Saba Sazonov
64679418,Sam Schreck,Sam Francis Schreck,0.35,8.0,"Jun 30, 2025",Pinneberg,01/29/1999,1.8,central midfield,central midfield,attacking midfield,Germany,Germany U20,both,Arminia Bielefeld,Wasserman,Nike,https://www.transfermarkt.com/sam-schreck/profil/spieler/335100,25,Schreck,Sam Schreck
647d39d2,Raúl Parra,Raúl Parra Artal,0.3,2.0,"Jun 30, 2026",Zaragoza,11/26/1999,1.87,full-back,full-back,centre-back,Spain,,right,GD Estoril Praia,Emartsoccer,Unknown,https://www.transfermarkt.com/raul-parra/profil/spieler/784719,24,Parra,Raul Parra
6481421d,Moussa Doumbia,,1.0,10.0,"Jun 30, 2024",Bouaké,08/15/1994,1.73,winger,winger,winger,Mali,Mali,right,Al-Adalah FC,BTFM,Unknown,https://www.transfermarkt.com/moussa-doumbia/profil/spieler/316137,29,Doumbia,Moussa Doumbia
6499048c,Andrea Colpani,,15.0,28.0,"Jun 30, 2028",Brescia,05/11/1999,1.84,attacking midfield,attacking midfield,central midfield,Italy,Italy,left,AC Monza,TMP SOCCER srl,Unknown,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,24,Colpani,Andrea Colpani
649b01d8,Emil Audero,Emil Audero Mulyadi,6.0,77.0,"Jun 30, 2024",Mataram,01/18/1997,1.92,goalkeeper,goalkeeper,undefined,Italy,Italy U21,right,Inter Milan,TMP SOCCER srl,Nike,https://www.transfermarkt.com/emil-audero/profil/spieler/256339,27,Audero,Emil Audero
649b57e9,Jhoanner Chávez,Jhoanner Stalin Chávez Quintero,2.0,13.0,"Jun 30, 2024",Francisco de ...,04/25/2002,1.82,full-back,full-back,winger,Ecuador,,left,RC Lens,PROSPORT Management,Nike,https://www.transfermarkt.com/jhoanner-chavez/profil/spieler/713787,21,Chávez,Jhoanner Chavez
64a76620,Mamor Niang,,0.15,23.0,"Jun 30, 2024",Madrid,02/4/2002,1.91,forward,forward,undefined,Senegal,,left,UD Melilla,JV SPORTS,Unknown,https://www.transfermarkt.com/mamor-niang/profil/spieler/715650,22,Niang,Mamor Niang
64aadf6b,Pedrinho,,1.0,23.0,"Jun 30, 2028",Salvador,07/11/2002,1.77,full-back,full-back,undefined,Brazil,,left,Shakhtar Donetsk,Unknown,Nike,https://www.transfermarkt.com/pedrinho/profil/spieler/858712,21,Pedrinho,Pedrinho
64b08de7,James McCarthy,James Patrick McCarthy,0.3,16.0,"May 31, 2025",Glasgow,11/12/1990,1.8,central midfield,central midfield,defensive midfield,Ireland,Ireland,right,Celtic FC,StormSportsX,Unknown,https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333,33,McCarthy,James McCarthy
64ba07c0,Ronaël Pierre-Gabriel,Ronaël Julien Pierre-Gabriel,3.0,18.0,"Jun 19, 2026",Paris,06/13/1998,1.77,full-back,full-back,full-back,France,France U21,right,GNK Dinamo Zagreb,One Team Football,Unknown,https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185,25,Pierre-Gabriel,Ronael Pierre-Gabriel
64c07ae1,Carlos Salcedo,Carlos Joel Salcedo Hernández,2.0,3.0,"Jun 30, 2025",Guadalajara,09/29/1993,1.85,centre-back,centre-back,undefined,Mexico,Mexico,right,CD Cruz Azul,Vargas -,Nike,https://www.transfermarkt.com/carlos-salcedo/profil/spieler/256866,30,Salcedo,Carlos Salcedo
64c14d49,Dion Lopy,,6.0,6.0,"Jun 30, 2029",Bambilor,02/2/2002,1.84,defensive midfield,defensive midfield,central midfield,Senegal,,right,UD Almería,Youssoupha Fall,Unknown,https://www.transfermarkt.com/dion-lopy/profil/spieler/649033,22,Lopy,Dion Lopy
64cd167d,Davide Biraschi,,1.0,4.0,"Jun 30, 2024",Roma,07/2/1994,1.82,centre-back,centre-back,full-back,Italy,Italy U21,right,Fatih Karagümrük,MM-Management,Unknown,https://www.transfermarkt.com/davide-biraschi/profil/spieler/199927,29,Biraschi,Davide Biraschi
64d7f629,Rasmus Carstensen,,3.0,18.0,"Jun 30, 2024",Virklund,11/10/2000,1.83,full-back,full-back,winger,Denmark,Denmark U21,right,FC Köln,Boutique Transfers,Unknown,https://www.transfermarkt.com/rasmus-carstensen/profil/spieler/542697,23,Carstensen,Rasmus Carstensen
64e8ed6d,Borja Mayoral,Borja Mayoral Moya,15.0,19.0,"Jun 30, 2027",Parla,04/5/1997,1.82,forward,forward,undefined,Spain,Spain U21,right,Getafe CF,Footfeel ISM,Unknown,https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,27,Mayoral,Borja Mayoral
64f69877,Kevin Volland,,5.0,10.0,"Jun 30, 2026",Marktoberdorf,07/30/1992,1.79,forward,forward,winger,Germany,Germany,left,FC Union Berlin,Unique Sports Group,Unknown,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009,31,Volland,Kevin Volland
65154df0,Rodrigo Riquelme,Rodrigo Riquelme Reche,25.0,17.0,"Jun 30, 2028",Madrid,04/2/2000,1.74,winger,winger,winger,Spain,,right,Atlético de Madrid,Wasserman,Unknown,https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617,24,Riquelme,Rodrigo Riquelme
65159211,Yuri Alberto,,13.0,9.0,"Dec 31, 2027",São José dos ...,03/18/2001,1.83,forward,forward,winger,Brazil,Brazil,right,Sport Club Corinthians Paulista,LINK SPORTS,Nike,https://www.transfermarkt.com/yuri-alberto/profil/spieler/489893,23,Alberto,Yuri Alberto
6523afa4,Simone Pinna,,0.0,,"Jun 30, 2024",Oristano,10/17/1997,,full-back,full-back,undefined,Italy,,right,Monastir,D1MON1OS s.r.l.,Unknown,https://www.transfermarkt.com/simone-pinna/profil/spieler/303187,26,Pinna,Simone Pinna
652811aa,Marco Calderoni,,0.1,27.0,"Jun 30, 2024",Latisana,02/18/1989,1.83,full-back,full-back,winger,Italy,Italy U20,left,Brindisi FC,Romano Eleven SAS,Unknown,https://www.transfermarkt.com/marco-calderoni/profil/spieler/75327,35,Calderoni,Marco Calderoni
652d4c37,Corentin Tolisso,,5.0,8.0,"Jun 30, 2027",Tarare,08/3/1994,1.81,central midfield,central midfield,defensive midfield,France,France,right,Olympique Lyon,E CASTAGNINO,Unknown,https://www.transfermarkt.com/corentin-tolisso/profil/spieler/190393,29,Tolisso,Corentin Tolisso
653222cd,Nicolás Freire,Nicolás Omar Freire,2.0,21.0,"Dec 31, 2024",Santa Lucía,02/18/1994,1.87,centre-back,centre-back,full-back,Argentina,,left,Inter Miami CF,EliteSportsManagemen...,Unknown,https://www.transfermarkt.com/nicolas-freire/profil/spieler/266809,30,Freire,Nicolas Freire
65391fa7,Thomas Basila,Thomas Hervé Basila,0.3,4.0,"Jun 30, 2025",Orléans,04/30/1999,1.87,centre-back,centre-back,full-back,France,France U21,right,KV Oostende,DW Sports Management,Unknown,https://www.transfermarkt.com/thomas-basila/profil/spieler/344592,24,Basila,Thomas Basila
653ee42d,Dale Stephens,Dale Christopher Stephens,0.0,,,Bolton,06/12/1989,1.85,central midfield,central midfield,defensive midfield,England,,right,Retired,Unique Sports Group,Unknown,https://www.transfermarkt.com/dale-stephens/profil/spieler/49755,34,Stephens,Dale Stephens
654f49ca,Béni Makouana,,1.0,18.0,"Jun 30, 2026",Brazzaville,09/28/2002,1.82,winger,winger,winger,Congo,Congo,right,Polissya Zhytomyr,Foot Management &,Unknown,https://www.transfermarkt.com/beni-makouana/profil/spieler/624920,21,Makouana,Beni Makouana
6554bb97,Olivier Ntcham,Jules Olivier Ntcham,3.0,10.0,"Jun 30, 2026",Longjumeau,02/9/1996,1.8,attacking midfield,attacking midfield,central midfield,Cameroon,Cameroon,right,Samsunspor,Mansa Sports,Unknown,https://www.transfermarkt.com/olivier-ntcham/profil/spieler/224088,28,Ntcham,Olivier Ntcham
65585e3a,Adama Diakhaby,,0.45,11.0,"Jun 30, 2025",Ajaccio,07/5/1996,1.84,winger,winger,forward,France,France U21,left,Qarabağ FK,Unknown,Unknown,https://www.transfermarkt.com/adama-diakhaby/profil/spieler/453594,27,Diakhaby,Adama Diakhaby
6578600f,Abou Ouattara,Ben Qadir Abou Ouattara,0.2,7.0,"Jun 30, 2025",Bouaké,12/26/1999,1.77,winger,winger,winger,Burkina Faso,Burkina Faso,right,FC Sheriff Tiraspol,ASR SPORT,Unknown,https://www.transfermarkt.com/abou-ouattara/profil/spieler/443263,24,Ouattara,Abou Ouattara
6583a8a9,Pepe Sánchez,José Sánchez Martínez,0.2,22.0,"Jun 30, 2025",Linares,03/2/2000,1.85,centre-back,centre-back,full-back,Spain,,right,UD Ibiza,JCRsport,Unknown,https://www.transfermarkt.com/pepe-sanchez/profil/spieler/500191,24,P. Sánchez,Pepe Sanchez
